ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,Ram,Storage
HP Envy 13 Core i5 12th Gen,0,0,0,79990,88779,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Core i3 11th Gen,4,4,0,44500,51812,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 Core i5 10th Gen,4.4,488,45,61986,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 9 Octa Core 6900HX,0,0,0,146990,190925,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Insprion 3511 Core i3 11th Gen,3.5,26,4,41990,52800,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen,0,0,0,179990,230990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,1 TB SSD
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,4,17,4,107990,137990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
acer Travelmate Core i3 11th Gen,4.1,66,6,46040,60000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,361990,431990,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,2 TB SSD
HP OMEN 15 Ryzen 7 Octa Core AMD R7,4.7,21,2,160990,183736,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
acer Swift 3 Ryzen 5 Hexa Core 5500U,4.5,29,6,59990,89999,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,512 GB SSD
ASUS TUF Gaming F17 Core i5 10th Gen,4.8,12,0,73990,79770,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
acer Aspire 7 Ryzen 5 Quad Core 3550H,4.5,1397,177,51990,57600,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
acer Travelmate Core i3 11th Gen,4.1,66,6,46040,60000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,361990,431990,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,2 TB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 7 Octa Core AMD R7,0,0,0,105990,120056,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
acer Aspire 5 Ryzen 7 Octa Core 5700U,5,3,0,59990,79999,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS Ryzen 5 Hexa Core 10th Gen,0,0,0,55990,74990,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
realme Book (Slim) Core i3 11th Gen,4.4,12149,1825,46990,54999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Celeron Dual Core,5,2,1,30100,36999,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS Chromebook Flip Touch Core i3 11th Gen,0,0,0,49990,66990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,128 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,53990,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Allienware Core i7 12th Gen,0,0,0,300490,1174131,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
DELL Inspiron Core i3 11th Gen,4.2,417,35,38290,57245,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,RAM & Storage: 8GB DDR4, 256GB SSD, WIN 11 + Office H&S 2021,2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, 1 M.2 2230/2280 Slot
Infinix INBook X1 Core i3 10th Gen,4.3,5764,1005,30990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL G15 Ryzen 7 Octa Core 5800H,4.2,12,2,98890,116384,NVIDIA GEFORCE RTX 3050 Ti,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
DELL Core i7 12th Gen,3.7,3,2,113104,120148,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,68390,92236,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,162990,195990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
HP OMEN Core i7 12th Gen,0,0,0,155490,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo Core i7 11th Gen,0,0,0,105990,159290,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i7 10th Gen,4.5,2053,318,119990,140990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,410990,473990,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,2 TB SSD
ASUS Core i5 11th Gen,4.8,6,0,85590,97990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,4,4,0,157990,189990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS ROG Flow Z13 (2022) Core i7 12th Gen,0,0,0,154791,215990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
acer Aspire 5 Core i5 11th Gen,4.1,82,5,60130,64999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Ryzen 3 Dual Core 3250U,3.7,30,2,30990,43628,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,162990,195990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
HP OMEN Core i7 12th Gen,0,0,0,155490,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
MSI Stealth Core i7 8th Gen,4.8,5,1,185790,189990,NVIDIA GeForce RTX 2060,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System
ASUS TUF Dash F15 (2022) Core i5 12th Gen,4.3,75,7,94041,103990,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
MSI Ryzen 7 Octa Core 5700U,4.2,106,11,52990,78990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i7 11th Gen,0,0,0,100990,128665,Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3,RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSD,Display: 15.6" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard Orange
APPLE MacBook Air Core i5 5th Gen,4.7,30953,3303,74490,84900,Intel Core i5 Processor (5th Gen),8 GB DDR3 RAM,128 GB SSD
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.5,1761,254,62490,63104,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo ThinkBook 13s Core i5 11th Gen,4,156,20,73990,112608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Ryzen 5 Dual Core 5th Gen,4.6,9,1,56990,76990,AMD Ryzen 5 Dual Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook Gaming (2020) Core i7 10th Gen,4.3,273,41,87390,99990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,0,0,0,34990,61590,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Inspiron Core i5 11th Gen,0,0,0,65359,83034,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Pulse GL66 Core i7 11th Gen,4.6,5,2,108790,123990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Core i7 12th Gen,3.7,9,4,140990,156990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS Ryzen 7 Dual Core 7th Gen,4.3,4,1,81990,103990,AMD Ryzen 7 Dual Core Processor (7th Gen),16 GB DDR4 RAM,512 GB HDD|512 GB SSD
DELL Vostro Core i3 11th Gen,3.9,299,25,42390,44780,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i3 10th Gen,4.3,56,5,44190,54723,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
SAMSUNG Core i7 12th Gen,0,0,0,72990,75990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Legion 5 Ryzen 7 Octa Core 4800H,4.5,103,21,82606,0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U 3rd Gen,0,0,0,32990,40528,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,512 GB SSD
SAMSUNG Core i5 12th Gen,0,0,0,63990,70990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 K513 Core i5 11th Gen,4.7,6,2,60990,81990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,5,4,0,79890,99498,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.3,210,29,74990,78900,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U,4.2,55,11,53990,64342,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.3,810,95,39990,61590,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo Core i3 11th Gen,4.3,222,29,37490,49096,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Inspiron Pentium Quad Core,4.2,123,18,36500,43000,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD
acer Predator Helios 300 Core i7 10th Gen,4.5,1557,206,105990,149999,Free upgrade to Windows 11 when available,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 10th Gen,4.3,1421,184,41990,43312,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Core i5 11th Gen,4,3,2,59390,74619,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
MSI Katana GF66 Core i7 12th Gen,4.3,28,4,80490,106990,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,222,28,44990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Modern 14 Core i5 10th Gen,4.4,1122,132,42990,61990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
acer Aspire 3 Core i3 11th Gen,4.2,125,19,39244,50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,0,0,0,79990,140990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
HP Victus Core i7 11th Gen,4.4,38,4,109890,125142,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS,0,0,0,284990,341990,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5 RAM,1 TB SSD
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,334,34,42990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Legion 5 Pro Core i7 11th Gen,4.6,49,4,139770,224490,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
acer Aspire 3 Ryzen 3 Dual Core R33250U,3.6,135,20,34630,49999,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,4.4,145,21,78500,89490,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ASUS TUF Dash Series Core i5 11th Gen,0,0,0,88990,129990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Envy x360 Core i5 12th Gen,0,0,0,95775,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 10th Gen,5,1,1,37890,48900,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
HP Pavilion Core i5 12th Gen,0,0,0,73070,80126,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron 7000 Core i5 10th Gen,3.8,17,3,89590,107786,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX,3.9,12,2,101990,149990,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,1 TB SSD
ASUS ROG Flow Z13 (2022) with RTX 3080 eGPU Core i9 12th Gen,0,0,0,304980,383990,Intel Core i9 Processor (12th Gen),16 GB LPDDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Crosshair 15 Core i7 12th Gen,4.4,36,7,114990,156990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,53792,68782,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 14 (2022) Core i3 12th Gen,3.8,6,1,49990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 (2022) Core i7 12th Gen,4.2,16,3,122990,173990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
acer Predator Helios 300 Core i7 11th Gen,4.4,57,8,135990,149990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
HP Ryzen 3 Quad Core 5300U,4.3,1910,252,37850,48294,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire Vero (Green PC) Core i5 11th Gen,0,0,0,61920,79999,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow Z13 (2022) Core i5 12th Gen,0,0,0,123291,179990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U,4.4,112,11,37990,43990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
HP Victus Ryzen 5 Hexa Core 6600H,0,0,0,96579,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
APPLE 2022 MacBook Pro M2,4.3,8,0,139990,149990,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD
ASUS ZenBook 13 Core i5 8th Gen,4.2,50,4,74490,90990,Intel Core i5 Processor (8th Gen),8 GB LPDDR3 RAM,512 GB SSD
HP Omen Core i5 7th Gen,0,0,0,102551,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 Core i5 11th Gen,4.2,100,7,52990,78990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Core i3 11th Gen,0,0,0,36990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Infinix INBook X1 Neo Series Celeron Quad Core,4.2,637,110,20990,29990,Intel Celeron Quad Core Processor,4 GB LPDDR4X RAM,128 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 11th Gen,0,0,0,70430,89902,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 1 Celeron Dual Core,3.7,555,36,25490,34890,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,4,15,5,73990,104890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Infinix INBook X1 Core i5 10th Gen,4.2,1639,252,36990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD
acer Swift 3 Core i5 8th Gen,3.4,36,7,59434,65546,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS (2022) Celeron Dual Core,4.2,57,7,29990,36990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,3.5,4,0,35990,44912,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Core i7 6th Gen,0,0,0,116640,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Acer Cooler Master Technology Delivers Heightened Fan Speeds and Cooling Ability,128 GB SSD for Reduced Boot Up Time and In Game Loading
HP Pavilion Intel Core i5 12th Gen,4,104,13,63890,75799,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
Lenovo Ideapad 110 APU Quad Core A6 A6,3.9,1638,352,26500,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),AMD APU Quad Core A6 Processor (6th Gen),64 bit Windows 10 Operating System
HP OMEN Ryzen 7 Octa Core AMD R7,4.5,33,6,109990,124283,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
HP 15 Core i3 6th Gen,4.2,8642,1449,30000,0,Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,1 TB HDD
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.3,30,4,67990,88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Envy 13 Core i5 12th Gen,0,0,0,99147,0,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
acer Aspire 3 Athlon Dual Core 3020e,4.3,38,1,26999,36999,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo Core i3 11th Gen,4.3,162,14,38990,51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
