ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,Ram,Storage
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,3.8,5,1,161990,201990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U,4.2,62,5,31990,46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,114990,155990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD
acer Aspire 3 Dual Core 3020e,4.1,628,58,24999,34999,AMD Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U,4.2,621,73,38990,60090,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 Core i3 11th Gen,4.2,82,9,37990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,67115,82373,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
APPLE 2022 MacBook AIR M2,4.3,6,1,139990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD
Lenovo Celeron Dual Core,3.9,121,8,19990,36000,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,256 GB HDD|256 GB SSD
HP Pavilion Intel Core i5 11th Gen,3.7,21,4,76500,79000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,6891,925,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
HP 15s Core i3 11th Gen,0,0,0,40290,49990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Inspiron Core i3 11th Gen,3.1,15,3,44290,55047,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,190000,253990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook 16X Ryzen 5 Hexa Core R5,4.8,6,0,57990,74990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 5 Hexa Core 5625U,4,13,2,52550,67503,Processor: R5-5625U (2.30 GHz up to 4.30 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
APPLE 2022 MacBook AIR M2,5,7,2,139990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD
Infinix INBook X1 Neo Series Celeron Quad Core,4.2,3313,485,24990,39990,Intel Celeron Quad Core Processor,8 GB LPDDR4X RAM,256 GB SSD
GIGABYTE G5 GE,0,0,0,77887,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 12th Gen,4.2,73,8,63990,82490,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core AMD R7,4.5,2014,256,77490,90990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen,4.3,8,1,85990,137990,AMD Ryzen 7 Octa Core Processor (5th Gen),16 GB DDR4 RAM,1 TB SSD
APPLE 2022 MacBook AIR M2,4.7,46,3,113990,119900,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Pavilion Intel Core i5 12th Gen,4.4,24,2,77070,85837,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,0,0,0,71990,92990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,4.3,96,18,32990,47990,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
ASUS Ryzen 5 Hexa Core,4.4,17,3,54990,72994,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
DELL Ryzen 7 Octa Core 6800H,0,0,0,158990,206581,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
acer Aspire Vero(Green PC ) Core i5 11th Gen,4.4,12,2,51999,65000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
Lenovo IdeaPad 3 Core i5 11th Gen,4.2,252,20,53490,71990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.4,333,35,71990,95090,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 Core i3 10th Gen,4.3,706,72,32990,43990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
HP Victus Intel Core i7 12th Gen,4.3,47,5,85990,101278,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,326,40,76990,102090,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire 7 Core i5 12th Gen,4.3,250,30,69990,88999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,71,3,40190,54435,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Inspiron Core i5 11th Gen,3.8,8,1,57390,73171,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.4,333,35,64990,93690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen,0,0,0,359990,361990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,2 TB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
APPLE 2021 Macbook Pro M1 Max,4.3,12,4,307990,329900,Apple M1 Max Processor,32 GB Unified Memory RAM,1 TB SSD
ASUS VivoBook 14 (2022) Core i5 11th Gen,4.2,639,58,52990,72990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Inspiron Core i5 12th Gen,0,0,0,61677,78276,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook Flip 14 Core i3 11th Gen,4,133,20,49990,69990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
acer Aspire 3 Core i5 11th Gen,3.9,138,16,42990,60999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen,4.7,3,2,241990,287990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i7 12th Gen,0,0,0,107990,129890,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
APPLE MacBook Pro Core i5 8th Gen,4.2,107,13,163990,179900,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD
ASUS Pentium Quad Core,0,0,0,28960,40990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
acer Aspire 5 Core i5 11th Gen,4,564,61,47130,54999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System
DELL Inspiron Core i3 11th Gen,4,53,4,43090,56776,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
HP Spectre Intel Evo Core i7 12th Gen,0,0,0,131999,157376,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Aspire 3 Core i5 11th Gen,3.9,138,16,42990,60999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen,4.7,3,2,241990,287990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
DELL Core i7 12th Gen,0,0,0,107990,129890,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
APPLE MacBook Pro Core i5 8th Gen,4.2,107,13,163990,179900,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Pentium Quad Core,0,0,0,28960,40990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,4.4,115,14,99990,128990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U,4.4,99,26,35216,46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
MSI GP65 Leopard Core i7 10th Gen,4.5,751,106,106990,145990,15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut),Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System
ASUS Ryzen 7 Octa Core 10th Gen,0,0,0,103658,135000,AMD Ryzen 7 Octa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H,4.7,32,5,129990,195890,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 5 Hexa Core 5500U,4.4,292,39,66446,88627,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire 5 Core i5 12th Gen,0,0,0,57999,74999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Alpha 15 Ryzen 7 Octa Core 5800H,4.5,374,55,110590,145990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,4.5,726,77,57990,80990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
acer Aspire 5 Core i3 12th Gen,0,0,0,47999,59999,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 CB Celeron Dual Core,0,0,0,19729,34890,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,35.56 cm (14 Inch) Display
ASUS Celeron Dual Core 10th Gen,0,0,0,24540,34500,Intel Celeron Dual Core Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
MSI GF63 Thin Hexa Core i5 10th Gen,4.4,3369,350,54000,76990,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Core i3 11th Gen,0,0,0,43245,52900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Core i9 12th Gen,0,0,0,319990,481990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,2 TB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,60090,72180,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 Core i3 11th Gen,3.7,6,3,35990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core AMD R5,4.4,94,12,60990,73544,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 14s Intel Snapdragon 7c Gen 2,4.5,13,4,23990,44840,Qualcomm Snapdragon 7c Gen 2 Processor,8 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
DELL Inspiron Ryzen 5 Quad Core 3450U,4,319,29,44990,56573,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
HP HP Chromebook x2 11,0,0,0,29999,68412,Qualcomm Snapdragon 7c Gen 2 Processor,8 GB DDR3 RAM,27.94 cm (11 inch) Touchscreen Display
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 Core i5 10th Gen,4.5,5097,560,60990,74990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core,3.8,15,0,39990,78990,Intel Pentium Quad Core Processor,8 GB LPDDR4X RAM,256 GB SSD
ASUS Core i7 11th Gen,0,0,0,57990,80990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen,4.5,15,2,87990,116990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
ASUS Core i5 10th Gen,4.4,14,1,41990,57990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,0,0,0,68490,84173,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,3.9,254,17,44290,45810,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD
MSI Raider GE66 Core i7 12th Gen,0,0,0,244990,279990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook Pro 15 OLED Core i5 12th Gen,4.6,20,4,89990,110990,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
DELL 7000 Series Core i7 12th Gen,4.8,4,0,108890,123494,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i7 12th Gen,5,4,0,156490,179999,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
HP Ryzen 3 Hexa Core 4th Gen,0,0,0,61990,68360,AMD Ryzen 3 Hexa Core Processor (4th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS Vivobook 16X Ryzen 7 Octa Core AMD Ryzen 7 5800H,0,0,0,66990,86990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i5 12th Gen,0,0,0,75615,98202,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Laptop with Backlit Keyboard Core i3 11th Gen,4.3,35,4,44390,51724,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,4.5,22,4,129990,176990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS EeeBook 14 with NumberPad Pentium Silver,4.1,101,12,27990,40990,Intel Pentium Silver Processor,8 GB DDR4 RAM,256 GB SSD
ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H,0,0,0,113990,140990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 3 Quad Core 5425U,3.9,8,0,44190,56748,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.2,73,10,56450,76144,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Eeebook 14 Pentium Quad Core,0,0,0,28990,40990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen,5,4,0,301990,359990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
HP OMEN Core i7 12th Gen,0,0,0,125680,132765,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Core i5 11th Gen,4.2,96,6,76990,89900,Processor: i5-11260H (Base: 2.60 GHz up to 4.40 GHz) 12MB Cache,RAM & Storage: 16GB DDR4 (2 DIMM Slots) 512GB SSD,Display: 15.6" FHD WVA AG 250 nits 120Hz Narrow Border, Keyboard & Warranty: Backlit Keyboard Orange & 1 Year Onsite Premium Support
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Pulse GL66 Core i7 11th Gen,4.5,149,24,123490,139990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
ASUS VivoBook Flip 14 Core i3 11th Gen,4,133,20,49990,67990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Ryzen 7 Octa Core AMD R7,5,7,1,88800,121935,NVIDIA RTX 3050 Graphics upto 90W TGP,15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border),AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ALIENWARE Core i7 10th Gen,4,5,2,250000,293080,NVIDIA GeForce RTX 2070,15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits,Tobii-eye tracking to track head pose, presence, fine gaze and eye position
ASUS Vivobook 14 (2022) Core i3 12th Gen,0,0,0,49990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
GIGABYTE G5 KE,0,0,0,99990,103890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Ryzen 5 Hexa Core AMD R5,4.5,238,23,78890,102522,Processor: AMD Ryzen R5-5600H (3.30 GHz up to 4.20 GHz) 16MB L3,RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSD,Display: 15.6" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard Orange
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,0,0,0,60990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD
Vaio E Series Ryzen 5 Quad Core 3500U,4,706,141,41990,66990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Chromebook Celeron Dual Core,3.7,1455,197,17990,25990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Display
HP Envy 13 Intel Evo Core i7 12th Gen,0,0,0,109999,127090,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,1 TB SSD
DELL Inspiron Core i5 12th Gen,0,0,0,88324,114382,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
APPLE 2021 Macbook Pro M1 Pro,4.8,113,14,243990,259900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H,5,4,0,146990,176990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
HP Core i5 11th Gen,0,0,0,52990,60598,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
DELL Inspiron Ryzen 3 Dual Core 3250U,4.3,3,0,39090,50132,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
ASUS VivoBook Flip 14 Core i5 11th Gen,4.5,65,5,69990,82990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
ASUS ROG Flow Z13 (2022) Core i9 12th Gen,0,0,0,181990,215990,Intel Core i9 Processor (12th Gen),16 GB LPDDR5 RAM,1 TB SSD
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9,4.4,38,3,99990,119990,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core,4,1653,258,15990,31990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9,4.2,95,19,139790,189990,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
